album_release,track_name,danceability,energy,loudness,tempo,duration_ms
2007-10-14,Last Christmas,0.702,0.77,-5.319,116.009,208253
2007-10-14,Christmases When You Were Mine,0.625,0.206,-12.568,79.466,184253
2007-10-14,Santa Baby,0.759,0.509,-6.593,107.948,158600
2007-10-14,Silent Night,0.423,0.311,-7.581,119.546,209893
2007-10-14,Christmas Must Be Something More,0.689,0.793,-4.838,122.879,232147
2007-10-14,White Christmas,0.562,0.392,-9.014,145.792,154000
